GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP010930	1.93	0.91	-0.24	1.25	-0.43	-0.58	-0.44	-0.34	-0.79	1.66	1.38	1.65	1.36	1.52	1.24	1.16	-0.01	-0.88	0.2	-0.2	-0.26	0.27	0.13
AGAP002184	1.32	0.27	-1.02	0.42	0.2	0.06	-0.58	-0.57	-0.9	-0.06	0.48	0.03	0.56	0.31	0.85	0.39	0.06	-0.36	-0.79	-0.79	-1.01	-0.33	0.39
AGAP002377	1.38	-0.43	-0.72	-0.03	-1.98	0.42	1.12	2.34	1.89	0.32	0.45	0.6	0.72	1.11	1.25	-0.63	-1.92	0.42	0.63	0.03	0.0	0.55	1.58
AGAP006165	-0.86	-0.79	0.17	-0.52	-0.53	-0.12	0.19	-0.42	-0.47	-0.97	-1.3	-0.93	-1.28	-1.35	-1.68	-0.1	-0.11	0.16	-0.52	-0.5	-0.76	-0.33	0.51
AGAP000308	-0.83	-0.49	0.06	0.19	-0.44	0.14	0.34	0.25	0.4	0.2	-0.28	-0.12	-0.61	-0.05	-0.53	-0.22	-0.44	1.08	-0.1	0.05	-0.25	0.04	-0.11
AGAP002577	1.25	0.63	-1.12	0.46	0.06	0.07	-0.29	-0.57	-0.98	-0.52	0.15	-0.21	0.45	-0.47	0.22	0.47	0.28	-1.28	-0.79	-0.75	-0.81	-0.26	0.01
AGAP002366	1.27	0.73	-1.21	0.39	0.16	-0.13	-0.41	-0.84	-1.27	-0.11	0.72	-0.05	0.78	0.3	1.14	0.54	0.08	-1.41	-0.82	-1.04	-0.97	0.16	-0.1
AGAP006452	-1.14	0.51	-0.71	-0.05	-0.02	-0.12	0.52	0.38	-0.01	0.56	1.34	0.65	1.42	0.36	1.13	-0.03	-0.67	-1.5	0.25	0.75	0.53	0.66	0.8
AGAP007928	1.16	0.66	-1.11	0.2	-0.03	0.01	-0.15	-0.58	-0.91	-0.53	0.15	-0.45	0.22	-0.45	0.24	0.73	0.18	-1.54	-1.04	-0.97	-0.94	0.05	0.01
AGAP005292	1.24	0.55	-1.0	0.42	0.19	0.4	-0.4	-0.55	-0.85	-0.85	0.17	-0.77	0.25	-1.37	-0.34	0.91	-0.02	-1.1	-1.65	-1.65	-1.73	0.05	-0.33
AGAP003065	5.99	0.45	-0.32	0.7	0.45			0.94	1.87	0.91	-0.23		-0.76	0.85	-0.28	0.45	1.38	0.63	-1.52	-0.06	-1.37		2.79
AGAP007043	-2.09	-0.74	0.5	-1.44	-1.0	-1.03	-0.16	0.47	1.05	-0.65	-0.75	-0.51	-0.64	-0.53	-0.63	-1.03	-0.91	1.47	0.2	-0.45	-0.33	1.44	0.25
AGAP007033	-2.32	-0.17	0.24	-1.01	-0.76	0.2	1.67	2.33	2.71	-1.13	-0.5	-1.38	-0.76	-0.88	-0.25	-0.6	-0.57	1.83	0.81	-0.29	-0.01	-1.32	1.14
AGAP008962	-1.75	-0.4	-0.25	-1.28	0.75	-1.2	-2.48	-3.36	-2.26	-0.62	0.22	0.89	1.71	-0.88	-0.05	-0.31	2.49	-2.29	0.35	-0.17	0.54	0.22	1.86
AGAP000057	1.46	0.27	-0.17	0.14	-0.15	0.63	0.76	0.37	-0.02	0.3	0.06	0.15	-0.1	0.07	-0.16	0.22	0.73	-0.89	-0.92	-0.22	-0.88	-0.19	-0.3
AGAP007479	1.47	0.0	-0.08	-0.65	-1.47	0.76	1.45	2.13	2.31	-0.14	-0.91	0.52	-0.27	0.28	-0.48	-0.24	-0.33	0.48	-1.33	-2.02	-0.81	0.94	0.4
AGAP010834	1.16	0.51	0.25	0.29	0.36	-0.12	-0.15	-0.17	-0.11	-0.16	-0.23	-0.18	-0.26	0.01	-0.06	0.07	0.11	0.21	0.34	-0.3	-0.16	0.07	-0.47
AGAP007761	1.03	0.44	-1.51	0.74	0.37	-0.16	-0.67	-0.88	-1.06	-0.02	0.56	0.11	0.68	0.37	0.96	0.54	0.09	-0.65	-0.98	-0.68	-0.86	0.07	0.23
AGAP008487	1.81	1.27	-0.13	-0.29	0.92	-1.12	-1.16	-2.43	-2.76	2.56	1.91	2.25	1.59	0.87	0.22	0.07	0.01	-1.95	-0.69	2.07	1.15	-1.4	2.87
AGAP005794	-1.48	-2.01	-0.87	-1.97	-1.93	-0.5	-0.53	-1.11	-1.48	-0.71	-0.38	-0.55	-0.24	-0.98	-0.66	0.69	-0.11	-1.3	-0.09	-0.62	-0.51	-0.01	0.12
AGAP010205	1.27	0.35	-1.54	1.51	0.32	0.01	0.25	1.21	1.22	-0.13	-0.24	0.52	0.39	0.96	0.85	0.6	-0.51	1.0	0.76	0.63	0.91	0.72	0.51
AGAP000833	1.2	0.28	-1.05	0.63	0.42	0.42	-0.6	-0.77	-0.83	0.34	1.03	0.59	1.26	0.88	1.58	0.42	0.53	0.96	-0.99	-0.96	-1.15	-0.28	-0.18
AGAP028501	1.23	0.51	-1.25	0.31	0.18	0.28	-0.24	-0.5	-0.72	-0.14	0.41	-0.03	0.5	0.25	0.8	0.59	0.3	-1.17	-1.46	-1.16	-1.28	0.08	-0.02
AGAP010049	1.16	0.47	-1.37	0.34	0.06	0.09	-0.24	-0.3	-0.67	-0.66	-0.03	-0.6	0.02	-0.62	0.01	0.63	-0.05	-1.04	-1.13	-1.01	-1.0	-0.03	0.13
AGAP009918	-1.32	1.05	-0.26	0.93	1.38	-0.67	-0.27	-1.15	-1.15	2.62	0.64	2.87	0.87	2.42	0.45	1.53	0.63	-1.52	-0.13	0.03	0.31	-0.45	1.42
AGAP001410	1.3	0.55	-0.99	-0.09	-0.27	0.25	-0.31	-0.64	-0.95	-0.12	0.42	-0.02	0.51	0.09	0.64	0.64	0.21	-0.81	-0.8	-1.03	-0.69	-0.26	-0.26
AGAP006416	1.32	0.72	-0.06	0.08	-0.68	-0.49	-0.88	-0.29	-0.86	0.39	2.76	-0.06	2.29	-0.04	2.33	0.78	0.48	-0.8	0.01	0.17	0.08	-0.34	-0.26
AGAP011378	-1.43	-0.89	0.09	-0.26	1.02	0.6	0.84	0.11	-0.14	-2.36	-1.49	-2.18	-1.33	-2.88	-2.0	-0.47	0.46	1.38	0.32	-0.35	0.09	0.16	1.27
AGAP008888	-1.81	-0.42	-0.11	0.58	0.44	-0.39	-0.21	1.92	1.95	0.32	0.4	1.5	1.56	1.88	1.96	-0.42	0.76	-3.27	-1.24	-0.78	-2.23	0.17	0.97
AGAP005878	-1.53	-1.34	-0.51	-0.99	-1.23	0.44	1.28	1.06	0.86	-0.54	0.42	-0.41	0.53	-0.54	0.42	0.7	0.49	-0.39	-0.93	-0.84	-0.53	0.44	0.38
AGAP006590	1.13	0.02	-1.71	0.44	0.33	0.08	-0.17	-0.65	-1.02	-0.84	0.03	-0.66	0.21	-0.76	0.12	0.16	-0.4	-0.52	-1.44	-1.47	-1.13	-0.22	0.68
AGAP008363	-1.48	-1.41	0.23	0.45	1.2	0.68	1.74	1.09	1.71	-1.39	1.38	-1.18	1.58	-1.45	1.32	0.73	-0.17	1.78	-1.07	-1.15	-0.98	1.08	-0.19
AGAP006890	-0.98	-0.61	0.08	-0.48	-0.61	0.07	0.26	0.22	0.03	-0.58	-0.57	-0.7	-0.7	-0.75	-0.73	-0.29	-0.18	0.43	0.63	0.68	0.67	0.34	0.24
AGAP005681	1.14	0.75	-1.22	0.43	0.1	0.16	-0.21	-0.68	-0.85	-0.54	0.14	-0.1	0.57	-0.57	0.11	0.67	0.09	-1.59	-0.96	-1.0	-0.78	0.05	-0.11
AGAP010601	1.54	0.35	-0.89	0.22	0.11	0.35	-0.9	-0.87	-0.58	0.54	-0.29	0.79	-0.05	1.34	0.51	-0.32	0.31	-0.23	-1.11	-1.06	-0.68	-0.73	-0.7
AGAP005918	-1.14	-0.83	-0.02	-0.41	0.23	-0.49	-0.84	-0.67	-1.06	-0.43	-0.17	-0.47	-0.22	-0.68	-0.42	-0.5	-0.04	0.21	1.01	0.47	0.68	-0.13	0.57
AGAP001476	-1.07	-0.16	0.22	0.5	0.33	-0.15	-0.04	0.11	-0.09	0.25	-0.16	0.25	-0.18	0.17	-0.24	0.07	-0.12	0.78	0.14	0.37	0.46	-0.05	-0.3
AGAP010232	1.06	-0.02	-0.26	0.56	-1.06	0.28	0.4	1.65	1.44	0.11	-0.72	0.53	-0.31	1.5	0.67	0.27	-0.9	0.07	-0.96	-0.79	-0.8	-0.54	0.89
AGAP013523	-3.43	-2.39	-0.74	0.42	0.08	-5.88	-6.4	-5.7	-6.47	0.91	-0.23	0.97	-0.18	2.33	1.19	-0.55	-2.51	-0.9	2.81	2.42	3.08	-0.16	0.43
AGAP000188	0.89	0.97	-0.8	0.07	-0.27	-0.07	-0.56	-0.65	-0.63	-0.22	0.77	0.21	1.19	0.1	1.1	0.64	0.42	-1.0	-0.03	-0.33	0.3	-0.02	0.26
AGAP006772	0.98	-0.03	-1.38	0.43	0.01	0.08	-0.63	-0.7	-0.85	-0.01	0.39	0.01	0.39	0.28	0.68	0.44	0.07	-0.79	-1.05	-0.92	-0.94	0.27	0.31
AGAP003604	1.26	0.47	-1.32	0.77	0.49	-0.08	-0.72	-1.0	-1.49	0.01	0.42	0.18	0.58	0.36	0.78	0.67	0.24	-0.26	-1.08	-0.94	-0.76	-0.33	0.02
AGAP009982	-1.13	-0.46	0.03	0.73	-0.38	-0.63	-0.68	0.91	0.94	0.14	0.22	0.36	0.43	0.87	0.95	0.21	0.11	0.05	1.09	0.96	0.91	0.94	0.53
AGAP005520	-1.21	-0.22	0.1	0.18	1.04	0.08	-0.45	-0.23	-0.5	-0.16	-1.18	0.58	-0.47	0.09	-0.94	-0.47	0.97	0.44	1.68	0.47	0.86	0.21	-0.29
AGAP008924	1.13	-0.07	-1.98	0.54	0.32	-0.85	-1.03	-0.48	-0.82	-0.03	0.83	0.05	0.89	0.38	1.24	0.14	-0.2	0.03	0.18	0.47	-0.02	-0.03	0.36
AGAP006048	-2.76	-2.21	-0.09	-0.54	-0.39	-0.65	0.12	0.0	0.04	0.88	-0.81	1.73	0.04	1.73	0.04	-0.01	-0.2	-1.46	-0.13	-0.23	-0.19	0.13	1.17
AGAP006366	-0.81	-0.45	0.37	-0.14	0.54	-0.38	0.28	0.92	0.82	0.11	1.14	-0.07	0.95	-0.19	0.84	-0.19	0.17	0.5	-0.12	0.28	0.21	1.65	0.52
AGAP006888	-1.02	-0.66	0.08	-0.26	-0.33	-0.21	-0.16	-0.45	-0.6	-0.03	-0.16	0.13	-0.02	-0.2	-0.33	-0.2	-0.23	-0.11	0.49	0.4	0.45	-0.4	0.01
AGAP003198	1.32	0.33	-1.49	0.31	0.23	0.44	0.04	-0.4	-0.82	-0.5	0.29	-0.26	0.53	-0.4	0.4	0.45	0.24	-0.82	-1.14	-1.02	-0.82	-0.28	-0.07
AGAP007687	1.09	0.68	-1.17	0.55	0.08	0.03	-0.72	-0.96	-1.17	0.24	0.67	0.48	0.89	0.9	1.33	0.46	0.34	-0.72	-0.93	-0.8	-0.98	0.14	-0.23
AGAP002564	-0.95	0.01	0.96	-0.27	0.19	-0.92	0.18	0.5	0.34	0.17	0.89	-0.03	0.68	-0.1	0.63	-0.91	0.0	0.33	0.2	0.31	0.25	1.53	0.19
AGAP029107	0.89	0.04	-1.11	0.57	0.17	0.3	-0.16	-0.11	-0.31	0.16	0.21	0.37	0.41	0.71	0.77	0.3	0.4	-0.3	-0.66	-0.63	-0.58	0.46	0.05
AGAP001478	1.21	0.6	-0.64	0.01	0.21	0.23	-0.52	-1.02	-1.11	-0.05	0.33	0.01	0.38	-0.12	0.27	0.63	0.61	-1.04	-0.74	-0.61	-0.43	-0.85	-0.03
AGAP013121	1.34	0.74	-1.04	0.21	-0.29	0.63	0.02	-0.13	-0.79	-0.14	0.54	-0.24	0.43	-0.11	0.58	0.62	0.0	-1.47	-1.44	-0.6	-0.94	-0.23	-0.14
AGAP008217	2.81	0.76	-1.56	1.54	2.36	2.25	0.75	1.52	1.6	1.35	2.11	0.46	1.2	0.34	1.1	1.28	5.57	1.25	1.27	1.98	0.7	-0.85	-0.26
AGAP002226	1.37	0.36	-1.24	0.31	0.01	0.63	0.11	-0.29	-0.62	-1.15	-0.01	-1.04	0.08	-1.37	-0.23	0.45	-0.15	-0.33	-1.99	-1.82	-1.74	-0.11	0.87
AGAP004725	-0.83	-0.2	0.34	-0.06	-0.37	-0.31	0.11	-0.08	0.08	0.16	-0.06	-0.06	-0.29	-0.17	-0.38	-0.49	-0.57	0.41	0.55	0.38	0.4	0.17	-0.17
AGAP006645	-0.75	-0.58	-0.4	-0.13	-0.1	0.08	0.06	0.03	-0.12	-0.54	0.1	-0.42	0.2	-0.67	-0.03	-0.3	0.16	0.51	0.46	0.45	0.27	0.77	-0.14
AGAP009595	0.91	0.88	-0.58	-0.03	-0.39	-0.13	-0.32	-0.52	-0.63	-0.25	0.56	-0.05	0.74	0.01	0.82	0.33	-0.19	-1.18	0.5	0.43	0.38	0.49	-0.35
AGAP009509	-0.97	-0.71	0.19	0.22	-0.69	0.08	0.13	-0.13	-0.14	-0.42	-0.19	-0.76	-0.55	-1.07	-0.85	-0.12	-0.34	1.31	-0.19	0.05	-0.28	-0.67	-0.24
AGAP029185	-1.16	-1.32	0.74	-0.76	-0.82	-0.63	0.13	0.63	0.52	0.14	1.34	0.17	1.35	-0.15	1.05	-0.36	0.43	0.49	-0.03	0.29	0.23	2.14	0.92
AGAP006278	-2.21	-1.12	1.08	-1.02	-0.96	-1.13	0.03	0.64	0.49	0.67	-1.17	0.82	-1.04	0.6	-1.24	-1.18	-0.14	0.4	0.18	-0.24	-0.29	0.12	2.48
AGAP002862	1.02	1.14	0.33	-0.17	1.27	0.12	0.15	-0.41	-0.08	2.93	3.18	2.92	3.16	3.72	3.98	-0.2	1.3	-0.3	0.94	1.31	1.24	0.76	0.03
AGAP010485	1.52	1.02	-1.13	0.32	0.01	0.35	-0.63	-0.54	-0.8	0.1	1.12	0.23	1.24	0.38	1.41	0.3	0.24	-0.82	-0.44	-0.07	0.05	-0.95	-0.2
AGAP000332	-0.74	-0.68	0.07	0.14	0.0	0.34	0.9	0.53	0.51	-0.42	0.2	-0.46	0.16	-0.56	0.06	0.05	-0.28	0.61	-0.51	-0.54	-0.7	-0.05	0.23
AGAP010613	-1.34	-0.35	0.37	0.58	-0.4	-2.61	-2.4	-1.29	-2.83	0.27	-0.55	0.19	-0.65	0.21	-0.61	-0.83	-0.01	0.75	-0.16	0.03	-0.26	0.37	0.04
AGAP010456	0.88	0.5	-1.03	0.03	-0.2	0.06	-0.25	-0.44	-0.67	-0.33	0.37	-0.26	0.42	0.14	0.84	0.08	0.01	-1.25	-0.6	-0.45	-0.58	-0.09	0.34
AGAP006958	-0.71	-0.28	1.58	0.12	-1.14	-0.28	-0.53	0.07	0.01	-0.3	-0.2	-0.47	-0.38	-0.01	0.09	-2.23	1.97	-0.04	1.21	0.85	0.44	-0.49	-0.91
AGAP000840	2.29	0.69	0.48	-0.05	-0.13	2.61	2.61	3.24	2.89	-0.2	-0.96	-0.72	-1.5	-0.75	-1.5	-0.12	0.31	-0.71	-0.05	0.05	-0.59	-0.9	2.45
AGAP009626	1.11	0.65	-0.87	0.23	0.16	0.18	-0.47	-0.48	-0.85	0.17	0.7	0.2	0.71	0.23	0.76	0.73	0.17	-0.98	-0.89	-0.84	-0.85	0.4	-0.24
AGAP004410	0.96	0.42	-0.85	0.66	0.28	0.15	0.32	0.45	0.59	0.18	0.78	0.24	0.83	0.37	0.98	0.23	0.39	-2.01	0.57	0.46	0.59	0.04	0.02
AGAP010182	1.09	-0.08	-0.07	-0.28	-0.13	0.54	0.39	0.3	0.46	0.07	0.6	-0.14	0.39	0.06	0.6	-0.03	0.86	0.05	-0.05	-0.01	-0.11	0.32	0.36
AGAP007018	-1.1	-0.78	0.12	-0.38	-0.42	-0.34	0.16	0.0	-0.14	-0.77	-0.89	-0.71	-0.85	-0.91	-1.03	-0.63	-0.86	0.62	0.2	0.31	0.11	0.23	0.84
AGAP012429	1.19	0.25	-1.63	0.93	0.2	-0.02	-0.76	-0.67	-0.79	0.37	1.0	0.39	1.0	0.52	1.15	0.74	-0.08	-0.14	-0.74	-0.61	-0.43	-0.85	0.27
AGAP002916	0.99	0.62	-0.44	0.15	-0.23	0.88	1.03	1.01	0.56	0.05	0.87	0.15	0.95	-0.05	0.76	0.67	0.19	-0.93	-0.56	-0.41	-0.49	0.11	-0.04
AGAP000945	1.27	0.34	-0.99	0.23	-0.32	0.18	-0.23	-0.26	-0.88	-0.61	-0.89	-0.22	-0.5	-0.09	-0.36	0.51	0.3	-0.72	-0.26	-0.4	-0.08	0.29	0.14
AGAP011250	0.96	0.94	-1.06	-0.23	-0.47	-0.01	-0.4	-0.88	-1.09	0.84	0.7	0.84	0.68	1.44	1.3	0.53	0.03	-1.67	-0.64	-0.54	-0.45	0.48	-0.23
AGAP003289	-0.96	0.72	-0.01	0.17	0.71	-1.23	-2.05	-3.09	-3.33	1.18	3.25	0.78	2.84	0.63	2.7	0.35	1.23	-1.47	0.99	1.4	1.27	-0.68	0.5
AGAP004518	0.99	0.74	-1.19	0.24	-0.07	-0.05	-0.18	-0.56	-0.9	-0.25	0.68	-0.03	0.88	0.16	1.09	0.36	-0.09	-1.34	-0.91	-0.91	-0.8	-0.06	-0.01
AGAP011812	1.52	0.91	0.04	0.06	-0.37	1.14	1.29	4.0	3.64	0.61	0.22	1.4	1.0	1.3	0.91	-0.39	-0.01	0.27	-0.32	0.05	-0.52	1.11	0.13
AGAP002137	1.26	0.43	-0.35	0.03	0.05	0.52	0.55	0.46	0.52	0.29	0.91	0.21	0.82	0.16	0.79	0.62	1.05	1.79	-0.25	-0.45	-0.1	-0.03	-0.42
AGAP009563	-0.76	-0.13	0.14	-0.16	0.54	-0.47	-0.49	-0.94	-0.87	0.3	0.24	-0.09	-0.17	-0.22	-0.28	-0.01	0.41	-0.31	1.01	0.6	0.72	-0.13	-0.35
AGAP000569	1.51	0.4	-1.29	0.33	-0.11	0.82	0.25	-0.19	-0.5	0.02	0.47	0.29	0.73	0.3	0.76	0.43	0.57	-1.02	-1.34	-0.87	-1.64	-0.02	0.55
AGAP003115	1.28	0.22	-1.39	0.6	0.27	0.02	-0.63	-0.87	-1.27	0.04	0.25	0.11	0.31	0.39	0.6	0.79	0.2	-0.71	-0.74	-0.37	-0.72	0.1	0.03
AGAP013348	-1.47	-0.6	0.52	0.32	-0.82	1.02	2.31	2.4	2.45	-1.09	-0.64	-1.16	-0.72	-0.16	0.28	-0.68	-0.09	1.91	-0.6	-0.29	-0.13	1.33	1.74
AGAP006526	-0.78	-0.6	-0.13	-0.59	-0.42	-0.21	-0.01	-0.28	-0.34	-0.37	0.39	-0.4	0.34	-0.45	0.31	0.28	0.79	-0.04	0.52	0.19	0.53	0.31	0.05
AGAP000629	-1.61	0.05	0.09	0.08	-0.36	-0.08	0.34	0.69	0.65	0.56	0.97	1.1	1.5	0.13	0.54	-0.31	-0.62	-0.69	0.22	0.25	0.56	-0.16	0.22
AGAP003142	-1.29	-0.02	0.02	-0.06	-0.23	-1.63	-1.2	-0.84	-0.8	1.37	1.14	1.25	1.01	1.25	1.02	-0.79	-0.77	0.25	1.18	0.72	1.15	-0.17	0.99
AGAP000233	1.39	0.32	-1.14	0.01	-0.36	0.39	-0.12	-0.35	-0.65	-0.11	0.31	0.2	0.61	0.3	0.72	0.15	0.3	-0.77	-1.34	-1.27	-0.87	-0.17	0.47
AGAP006090	-0.99	-0.51	0.39	-0.37	0.0	-0.24	-0.33	-0.84	-0.51	0.44	-0.66	-0.08	-1.2	-0.17	-1.27	-0.08	-0.44	-0.25	0.3	0.42	-0.05	0.34	-1.1
AGAP009136	1.27	0.29	-1.28	-0.19	-0.19	0.6	0.16	-0.37	-0.76	-0.33	0.49	-0.39	0.42	-0.36	0.46	0.42	0.07	-1.09	-0.98	-1.09	-1.17	-0.4	0.32
AGAP007023	-0.83	-0.65	0.3	-0.22	-0.08	-0.21	0.63	1.01	1.04	-0.44	0.86	-0.5	0.78	-0.89	0.41	-0.75	-0.49	1.39	0.24	0.13	0.12	1.06	1.05
AGAP005251	1.35	0.55	-1.03	0.3	-0.15	0.1	-0.76	-0.84	-1.17	-0.11	0.3	0.25	0.65	0.2	0.61	0.36	0.46	-1.34	-1.21	-1.06	-1.35	-0.72	-0.29
AGAP028637	1.38	0.51	-1.24	0.77	0.16	0.41	-0.45	-0.54	-0.77	0.26	0.68	0.36	0.77	0.71	1.13	0.8	0.27	-1.02	-1.43	-0.97	-1.44	-0.43	-0.18
AGAP004094	1.42	0.84	-0.36	-0.4	-0.18	-0.04	-0.3	0.12	-0.02	1.33	0.32	1.59	0.57	1.84	0.83	0.07	0.7	-1.13	1.24	0.17	0.47	0.3	-0.55
AGAP003603	1.75	1.19	-0.8	-0.09	-0.27	0.37	-0.31	-0.78	-1.02	0.16	1.01	0.54	1.38	0.74	1.58	0.69	0.56	-1.87	-2.94	-4.27	-2.09	-0.08	-0.28
AGAP000360	1.05	0.45	-0.63	0.04	-0.07	0.58	0.8	-0.68	-0.61	-0.42	0.27	-0.39	0.29	-1.06	-0.36	0.73	0.42	-1.21	-0.59	-0.66	-0.35	-0.47	0.07
AGAP011296	-0.79	-0.6	0.38	-0.01	-0.26	-0.31	0.01	-0.67	-0.58	0.27	-1.27	-0.25	-1.81	-0.34	-1.88	-0.69	-1.21	0.66	0.7	0.63	0.54	-0.84	-0.16
AGAP013275	1.35	0.25	-1.56	0.35	0.12	0.42	0.23	-0.34	-0.67	-0.3	-0.01	-0.52	-0.24	-0.09	0.2	0.35	0.25	-0.83	-2.03	-1.74	-1.9	0.29	-0.01
AGAP028511	0.77	0.14	-0.22	-0.4	-0.79	0.27	0.42	0.26	0.23	-0.2	0.01	-0.08	0.11	-0.16	0.05	-0.12	0.06	0.13	-0.21	-0.15	-0.45	-0.12	0.34
AGAP012404	-1.22	-0.75	-0.33	0.43	0.2	-0.18	0.14	0.52	0.39	-0.01	0.79	-0.03	0.76	-0.16	0.63	0.21	-0.32	0.78	-0.9	-0.06	-0.3	0.36	0.49
AGAP002810	1.65	0.9	-0.91	0.1	0.05	0.26	-0.63	-0.31	-0.34	0.42	0.94	0.66	1.16	0.85	1.37	0.82	0.57	-0.96	-0.93	-0.99	-0.45	0.16	0.43
AGAP009624	-0.67	-0.26	-0.04	0.04	0.5	0.26	0.27	0.16	0.1	0.02	0.17	-0.15	-0.01	-0.31	-0.16	0.23	0.55	-0.08	-0.12	0.12	0.02	0.13	-0.06
AGAP000254	1.13	0.77	-0.63	-0.01	-0.25	0.07	-0.07	-0.45	-0.86	-0.04	0.81	-0.44	0.4	-0.3	0.56	0.02	0.55	-1.41	-0.54	-0.21	-0.5	0.27	-0.18
AGAP005088	0.76	0.46	0.01	-0.1	-0.18	-0.17	-0.11	-0.06	-0.27	-0.62	-0.55	-0.95	-0.9	-0.52	-0.45	-0.2	0.07	-0.9	0.34	0.56	0.5	0.41	-0.15
AGAP005219	1.16	0.42	-1.6	0.57	0.25	0.12	-0.52	-1.0	-1.12	-0.12	0.54	0.32	0.97	0.29	0.95	0.64	0.36	-0.26	-1.22	-1.1	-1.33	-0.2	0.11
AGAP007821	0.94	0.33	-1.05	0.24	0.22	-0.03	-0.52	-0.57	-0.6	-0.05	0.22	0.09	0.34	0.24	0.51	0.56	0.2	-0.29	-0.71	-0.79	-0.49	0.06	0.27
AGAP002819	1.31	0.25	-1.48	0.26	0.3	-0.01	-0.09	-0.08	-0.31	-1.03	-0.04	-0.44	0.54	-0.61	0.39	0.08	-0.27	-1.42	-1.21	-0.96	-1.47	0.32	0.53
AGAP000711	-0.81	-0.55	0.28	0.04	-0.33	0.26	0.5	0.13	0.04	0.16	-0.42	-0.05	-0.65	-0.45	-1.04	0.07	-0.28	0.97	0.01	0.29	-0.15	-0.51	0.1
AGAP005301	1.09	0.26	-1.47	0.48	0.2	0.05	-0.79	-1.03	-1.24	-0.06	0.66	0.08	0.78	0.52	1.24	0.6	0.17	-0.99	-1.42	-1.1	-1.36	-0.01	0.14
AGAP005802	-0.6	-0.42	0.13	-0.82	-0.45	0.05	-0.31	-0.09	-0.02	-0.01	-0.01	-0.01	-0.02	-0.1	-0.09	-0.01	0.25	-0.26	-0.32	-0.28	-0.39	0.7	-0.24
AGAP028461	-0.78	-1.39	-0.27	-0.87	-1.06	-0.25	0.05	0.22	-0.14	-0.91	-0.89	-1.08	-1.07	-1.04	-1.02	-0.37	-0.22	0.11	0.27	-0.6	-0.63	0.14	0.18
AGAP010962	1.69	1.97	0.43	0.12	-0.26	2.56	2.47	2.15	2.03	1.0	0.49	0.92	0.4	0.68	0.18	1.19	3.53	-1.51	0.02	0.14	-0.01	0.31	-0.89
AGAP009275	1.86	0.36	-1.17	0.15	-1.64	0.45	-0.66	0.65	0.58	-0.05	0.42	0.35	0.82	0.63	1.11	1.74	-0.86	0.02	-2.35	-2.44	-2.1	0.01	0.52
AGAP028095	-0.74	-0.39	-0.19	0.41	0.3	0.37	0.14	1.01	0.99	0.04	0.99	0.27	1.21	0.42	1.37	0.28	1.05	-0.21	0.18	0.43	0.19	0.4	0.61
AGAP004726	1.02	0.49	-1.11	0.0	-0.25	0.03	-0.35	-0.54	-0.84	0.07	0.46	-0.07	0.32	0.48	0.88	0.06	0.32	-0.99	-0.64	-0.66	-0.5	-0.33	-0.14
AGAP006937	-0.78	-0.57	0.08	-0.43	-0.48	-0.09	-0.19	0.06	-0.04	0.3	0.06	0.18	-0.08	0.3	0.06	-0.04	-0.11	0.36	-0.07	-0.07	-0.02	0.27	-0.34
AGAP002152	1.12	0.42	-0.98	-0.09	-0.31	0.41	-0.24	-0.54	-0.84	-0.83	-0.29	-0.67	-0.14	-1.33	-0.8	0.24	0.15	-1.14	-0.75	-0.52	-0.79	0.55	-0.17
AGAP000834	-2.08	-1.96	-0.59	-0.09	0.07	-0.8	-0.62	-1.61	-1.59	0.66	1.03	0.57	0.93	0.31	0.68	-0.5	1.24	1.37	2.23	1.92	1.83	1.07	-0.01
AGAP012304	0.68	1.09	-0.43	0.08	-0.03	0.04	-0.31	-0.14	-0.15	0.22	0.53	0.42	0.71	0.51	0.81	0.87	0.53	-0.71	0.26	0.04	0.25	0.61	-0.18
AGAP005244	0.6	0.18	-0.37	0.19	0.16	0.31	0.33	-0.22	-0.3	-0.58	-0.74	-0.68	-0.85	-0.68	-0.83	0.13	-0.03	-0.38	-0.27	-0.17	-0.13	0.04	-0.25
AGAP010800	-0.64	-0.66	-0.07	0.3	-0.02	0.36	0.7	0.36	0.16	0.15	-0.31	0.0	-0.47	-0.14	-0.6	0.26	-0.32	0.97	-0.32	-0.03	-0.52	0.25	0.03
AGAP000061	1.02	0.4	-0.64	0.3	-0.04	0.12	-0.46	-0.41	-0.49	0.1	0.46	0.13	0.48	0.36	0.72	0.28	-0.05	-0.55	-0.96	-0.56	-0.9	0.13	-0.24
AGAP012251	-0.69	-0.06	-0.41	0.35	1.55	-0.08	-0.67	-1.52	-1.64	0.72	0.92	0.74	0.93	0.08	0.28	0.45	1.94	0.76	1.0	1.21	0.83	0.06	-0.65
